strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
6508,פַּרְדֵּס,H,,of foreign origin,,N-M,park,"1) park, preserve, enclosed garden, forest",pardēs,
6509,פָּרָה,H,,a primitive root,,V,be fruitful,"1) to bear fruit, be fruitful, branch off<br>&emsp;1a) (Qal) to bear fruit, be fruitful<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to cause to bear fruit<br>&emsp;&emsp;1b2) to make fruitful<br>&emsp;&emsp;1b3) to show fruitfulness, bear fruit",pārā,
6510,פָּרָה,H,6499+פר פר,feminine of H6499,,N-F,heifer,"1) cow, heifer",pārā,
6511,פָּרָה,H,6510+פרה,the same as H6510,,N_N--L,Parah,"Parah = ""heifer-town""<br>1) a town in Benjamin",pārā,
6512,פֵּרָה,H,6331+פור,from H6331,,N-F,mole,1) mole,pērā,
6513,פֻּרָה,H,6288+פאורה פוראה פוארה,for H6288,,N_N-M-P,Purah,"Phurah = ""bough""<br>1) the servant of Gideon, probably his armour-bearer",purā,
6514,פְּרוּדָא,H,6504+פרד,from H6504,,N_N-M-P,Perida,"Peruda or Perida = ""grain"" or ""kernel""<br>1) an ancestor of a family of temple slaves who returned from exile with Zerubbabel",pᵊrūdāʾ,
6515,פָּרוּחַ,H,6524+פרח,passive participle of H6524,,N_N-M-P,Paruah,"Paruah = ""sprout""<br>1) father of Jehoshaphat, Solomon's commissariat officer in Issachar",pārūaḥ,
6516,פַּרְוָ֑יִם,H,,of foreign origin,,N_N--L,Parvaim,"Parvaim = ""oriental regions""<br>1) a region known for its gold output, perhaps in Arabia",parwāyim,
6517,פָּרוּר,H,6565+פרר,passive participle of H6565 in the sense of spreading out,,N-M,pot,"1) pan, pot",pārūr,
6518,פֶּ֫רֶז,H,,"from an unused root meaning to separate, i.e. decide",,N-M,warrior,"1) chieftain, leader, warrior<br>&emsp;1a) meaning dubious",perez,
6519,פְּרָזָה,H,6518+פרז,from the same as H6518,,N-F,village,"1) open region, hamlet, unwalled village, open country",pᵊrāzā,
6520,פְּרָזוֹן,H,6518+פרז,from the same as H6518,,N-M,villager,"1) rural population, rustics, rural people, people of unwalled villages<br>&emsp;1a) meaning dubious",pᵊrāzōn,
6521,פְּרָזִי,H,6519+פרזה,from H6519,,N-M,villager,"1) villager, rural dweller, hamlet-dweller<br>2) (TWOT) open region",pᵊrāzī,
6522,פְּרִזִּי,H,6521+פרזי פרוזי,for H6521,,N_N--LG,Perizzite,"Perizzite = ""belonging to a village""<br>1) a people who inhabited southern Canaan prior to the conquest",pᵊrizzī,
6523,פַּרְזֶל,A,1270+ברזל,(Aramaic) corresponding to H1270,,N-M,iron,1) iron,parzel,
6524,פָּרַח,H,,a primitive root,"פָּרַח, פָּרַח",V,to sprout|to break out|to fly,"1) to bud, sprout, shoot, bloom<br>&emsp;1a) (Qal) to bud, sprout, send out shoots, blossom<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to cause to bud or sprout<br>&emsp;&emsp;1b2) to show buds or sprouts|1) (Qal) to break out (of leprosy)|1) (Qal) to fly (Aramaism)",pāraḥ,m
6525,פֶּ֫רַח,H,6524+פרח,from H6524,,N-M,flower,"1) bud, sprout",peraḥ,
6526,פִּרְחָח,H,6524+פרח,from H6524,,N-M,brood,1) brood,pirḥāḥ,
6527,פָּרַט,H,,a primitive root,,V,to divide,"1) (Qal) to improvise carelessly, chant, stammer<br>&emsp;1a) meaning dubious",pāraṭ,
6528,פֶּ֫רֶט,H,6527+פרט,from H6527,,N-M,broken,"1) the broken off, something scattered<br>&emsp;1a) fallen grapes",pereṭ,
6529,פְּרִי,H,6509+פרה,from H6509,,N-M,fruit,"1) fruit<br>&emsp;1a) fruit, produce (of the ground)<br>&emsp;1b) fruit, offspring, children, progeny (of the womb)<br>&emsp;1c) fruit (of actions) (fig.)",pᵊrī,
6530,פָּרִיץ,H,6555+פרץ,from H6555,,N-M,violent,"1) violent one, breaker<br>&emsp;1a) robber, murderer",pārīṣ,
6531,פֶּ֫רֶךְ,H,,from an unused root meaning to break apart,,N-M,severity,"1) harshness, severity, cruelty",perex,
6532,פָּרֹ֫כֶת,H,6531+פרך,feminine active participle of the same as H6531,,N-F,curtain,"1) curtain, veil",pārōxet,
6533,פָּרַם,H,,a primitive root,,V,to tear,"1) (Qal) to tear, rend garment, rip",pāram,
6534,פַּרְמַשְׁתָּא,H,,of Persian origin,,N_N-M-P,Parmashta,"Parmashta = ""superior""<br>1) one of the 10 sons of Haman, the enemy of Mordecai and queen Esther",parmaštāʾ,
6535,פַּרְנָךְ,H,,of uncertain derivation,,N_N-M-P,Parnach,"Parnach = ""delicate""<br>1) father of Elizaphan, prince of the tribe of Zebulun chosen to help apportion the promised land between the tribes",parnāxᵊ,
6536,פָּרַס,H,,a primitive root,,V,to divide,"1) to divide, break in two<br>&emsp;1a) (Qal) to break, break up<br>&emsp;1b) (Hiphil) to be divided (of hoofs)",pāras,
6537,פְּרַס,A,6536+פרס,(Aramaic) corresponding to H6536,"פְּרֵס, פְּרַס",V|N-M,to divide|half,"v<br>1) (P'al) to break in two, divide|1) half-mina, half-shekel<br>&emsp;1a) a unit of measure and weight",pᵊras,m
6538,פֶּ֫רֶס,H,6536+פרס,from H6536,,N-M,vulture,"1) bird of prey<br>&emsp;1a) perhaps bearded vulture or ossifrage<br>&emsp;1b) perhaps an extinct animal, exact meaning unknown",peres,
6539,פָּרַס,H,,of foreign origin,,N_N--L;N_N--LG,Persia,"Persia = ""pure"" or ""splendid""<br>1) the empire Persia; encompassed the territory from India on the east to Egypt and Thrace on the west, and included, besides portions of Europe and Africa, the whole of western Asia between the Black Sea, the Caucasus, the Caspian and the Jaxartes on the north, the Arabian desert, the Persian Gulf and the Indian Ocean on the south<br>&emsp;1a) Persia proper was bounded on the west by Susiana or Elam, on the north by Media, on the south by the Persian Gulf and on the east by Carmania<br>Persian = see Persia ""pure"" or ""splendid""<br>2) the people of the Persian empire",pāras,
6540,פָּרַס,A,6539+פרס,(Aramaic) corresponding to H6539,,N_N--L;N_N--LG,Persian,"Persia = ""pure"" or ""splendid""<br>1) the empire Persia; encompassed the territory from India on the east to Egypt and Thrace on the west, and included, besides portions of Europe and Africa, the whole of western Asia between the Black Sea, the Caucasus, the Caspian and the Jaxartes on the north, the Arabian desert, the Persian Gulf and the Indian Ocean on the south<br>&emsp;1a) Persia proper was bounded on the west by Susiana or Elam, on the north by Media, on the south by the Persian Gulf and on the east by Carmania<br>Persian = see Persia ""pure"" or ""splendid""<br>2) the people of the Persian empire",pāras,
6541,פַּרְסָה,H,6538+פרס,feminine of H6538,,N-F,hoof,1) hoof<br>&emsp;1a) of ruminants<br>&emsp;1b) of horses (undivided hooves),parsā,
6542,"פַּרְסִי, פָּרַס",H,6539+פרס,patrial from H6539,,N_N--LG,Persian,"Persian = see Persia ""pure"" or ""splendid""<br>1) an inhabitant of Persia","parsī, pāras",
6543,פָּרְסָאָה,A,6542+פרסי,(Aramaic) corresponding to H6542,,N_N--LG,Persian,"Persian = see Persia ""pure"" or ""splendid""<br>1) an inhabitant of Persia",pārᵊsāʾā,
6544,פָּרַע,H,,a primitive root,"פָּרַע, פָּרַע",V,to lead|to neglect,"1) to lead, act as leader|1) to let go, let loose, ignore, let alone<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to let go, let loose<br>&emsp;&emsp;1a2) to let alone, avoid, neglect<br>&emsp;&emsp;1a3) to loosen<br>&emsp;1b) (Niphal) to be let loose, be loosened of restraint<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to cause to refrain<br>&emsp;&emsp;1c2) to show lack of restraint<br>&emsp;&emsp;1c3) to let loose restraints",pāraʿ,m
6545,פֶּ֫רַע,H,6544+פרע,from H6544,,N-M,lock,"1) hair, long hair (of head), locks<br>2) leader",peraʿ,
6546,פֶּ֫רַע,H,6545+פרע,feminine of H6545 (in the sense of beginning),,N-M,leader,"1) leader, commander",peraʿ,
6547,פַּרְעֹה,H,,of Egyptian derivation,,N_N-M-T;N_N-M-P,Pharaoh,"Pharaoh = ""great house""<br>1) the common title of the king of Egypt",parʿōh,
6548,חָפְרַע,H,,of Egyptian derivation,,N_N-M-P,Hophra,"Pharaoh-hophra = ""the great house -covering evil""<br>1) the Pharaoh of Egypt at the time of the conquest by Nebuchadnezzar",ḥāfᵊraʿ,
6549,פַּרְעֹה נְכֹה,H,,of Egyptian derivation,,N_N-M-P,Pharaoh-neco,"Pharaoh-necho = ""great house-he is smitten""<br>1) the Pharaoh of Egypt who fought king Josiah of Judah at Megiddo and killed him",parʿōh nᵊxōh,
6550,פַּרְעֹשׁ,H,6544+פרע|6211+עשׁ עסב,probably from H6544 and H6211,,N-M,flea,1) flea,parʿōš,
6551,פַּרְעֹשׁ,H,6550+פרעושׁ,the same as H6550,,N_N-M-P,Parosh,"Parosh or Pharosh = ""flea""<br>1) ancestor of a family who returned from exile with Zerubbabel and a 2nd group who returned with Ezra<br>2) a leader of the people who signed the covenant with Nehemiah",parʿōš,
6552,פִּרְעָתוֹן,H,6546+פרעה,from H6546,,N_N--L,Pirathon,"Pirathon = ""princely""<br>1) a town in Ephraim in the mount of the Amalekite<br>&emsp;1a) perhaps modern 'Ferata' located 1.5 miles (2.5 km) south from Jaffa on the road to Nablus",pirʿātōn,
6553,פִּרְעָתוֹנִי,H,6552+פרעתון,patrial from H6552,,N_N--LG,Pirathonite,"Pirathonite = see Pirathon ""princely""<br>1) an inhabitant of Pirathon",pirʿātōnī,
6554,פַּרְפַּר,H,6565+פרר,probably from H6565 in the sense of rushing,,N_N--L,Pharpar,"Pharpar = ""swift""<br>1) a stream in the district of Damascus identified with the modern 'Awaj'; rises on the southeast slopes of Mount Hermon and flows into the southernmost lake of Damascus",parpar,
6555,פָּרַץ,H,,a primitive root,,V,to break through,"1) to break through or down or over, burst, breach<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to break or burst out (from womb or enclosure)<br>&emsp;&emsp;1a2) to break through or down, make a breach in<br>&emsp;&emsp;1a3) to break into<br>&emsp;&emsp;1a4) to break open<br>&emsp;&emsp;1a5) to break up, break in pieces<br>&emsp;&emsp;1a6) to break out (violently) upon<br>&emsp;&emsp;1a7) to break over (limits), increase<br>&emsp;&emsp;1a8) to use violence<br>&emsp;&emsp;1a9) to burst open 1a10) to spread, distribute<br>&emsp;1b) (Niphal) to be broken through<br>&emsp;1c) (Pual) to be broken down<br>&emsp;1d) (Hithpael) to break away",pāraṣ,
6556,פֶּ֫רֶץ,H,6555+פרץ,from H6555,,N-M,breach,"1) breach, gap, bursting forth<br>&emsp;1a) bursting forth, outburst<br>&emsp;1b) breach<br>&emsp;1c) broken wall<br>&emsp;1d) outburst (fig. of God's wrath)",pereṣ,
6557,פֶּ֫רֶץ,H,6556+פרץ,the same as H6556,,N_N-M-P,Perez,"Perez or Pharez = ""breach""<br>1) twin son with Zarah of Judah by Tamar and ancestor of two families of Judah, the Hezronites and Hamulites; from the Hezronites came the royal line of David and Christ",pereṣ,
6558,פַּרְצִי,H,6557+פרץ,patronymically from H6557,,N_N--PG,Perezite,"Pharzites = see Pharez ""breach""<br>1) the descendants of Pharez, the son of Judah by Tamar",parṣī,
6559,פְּרָצִים,H,6556+פרץ,plural of H6556,,N_N--L,Perazim,"Perazim = ""breaches""<br>1) a mountain in Palestine<br>&emsp;1a) possibly the same as 'Baal-perazim' which was the scene of a victory of David over the Philistines located in the valley of Rephaim, south of Jerusalem, on the road to Bethlehem",pᵊrāṣīm,
6560,פֶּרֶץ עֻזָּא,H,6556+פרץ|5798+עוזא עוזה,from H6556 and H5798,,N_N--L,Perez-uzza,"Perez-uzza or Perezuzzah = ""breach of Uzza""<br>1) the place where Uzzah was slain by God for touching the Ark; located close to Jerusalem",pereṣ ʿuzzāʾ,
6561,פָּרַק,H,,a primitive root,,V,to tear,"1) to tear apart or away, tear off, break away<br>&emsp;1a) (Qal) to tear away, snatch, rescue<br>&emsp;1b) (Piel) to tear off<br>&emsp;1c) (Hithpael) to tear off from oneself, be broken off, be broken in pieces",pāraq,
6562,פְּרַק,A,6561+פרק,(Aramaic) corresponding to H6561,,V,to break,"1) (P'al) to tear away, break off (sins)",pᵊraq,
6563,פֶּ֫רֶק,H,6561+פרק,from H6561,,N-M,plunder,"1) parting of ways, breaking in upon, plunder, crossroad",pereq,
6564,פָּרָק,H,6561+פרק,from H6561,,N-M,broth,"1) fragment, broken crumb, broth",pārāq,
6565,פָּרַר,H,,a primitive root,"פָּרַר, פָּרַר",V,to break|to split,"1) to break, frustrate<br>&emsp;1a) (Hiphil)<br>&emsp;&emsp;1a1) to break, violate<br>&emsp;&emsp;1a2) to frustrate, make ineffectual<br>&emsp;1b) (Hophal)<br>&emsp;&emsp;1b1) to be frustrated<br>&emsp;&emsp;1b2) to be broken<br>&emsp;&emsp;1b3) to break<br>&emsp;1c) (Pilpel) to break to bits, shatter|1) to split, divide<br>&emsp;1a) (Qal) to split, crack through<br>&emsp;1b) (Poel) to break apart<br>&emsp;1c) (Hithpoel) to be split, be cracked through",pārar,m
6566,פָּרַשׂ,H,,a primitive root,,V,to spread,"1) to spread, spread out, stretch, break in pieces<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to spread out, display<br>&emsp;&emsp;1a2) to spread over<br>&emsp;1b) (Niphal) to be scattered, be spread out<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) to spread out<br>&emsp;&emsp;1c1) to scatter",pāraś,
6567,פָּרַשׁ,H,,a primitive root,"פָּרַשׁ, פָּרַשׁ",V,to declare|to pierce,"1) to make distinct, declare, distinguish, separate<br>&emsp;1a) (Qal) to declare, clarify<br>&emsp;1b) (Pual) to be distinctly declared|1) (Hiphil) to pierce, sting",pāraš,m
6568,פְּרַשׁ,A,6567+פרשׁ,(Aramaic) corresponding to H6567,,V,to make clear,"1) (Pael) to specify, distinguish, make distinct",pᵊraš,
6569,פֶּ֫רֶשׁ,H,6567+פרשׁ,from H6567,,N-M,refuse,"1) faecal matter, dung, offal",pereš,
6570,פֶּ֫רֶשׁ,H,6569+פרשׁ,the same as H6569,,N_N-M-P,Peresh,"Peresh = ""dung""<br>1) son of Machir by his wife Maachah",pereš,
6571,פָּרָשׁ,H,6567+פרשׁ,from H6567,"פָּרָשׁ, פָּרָשׁ",N-M,horse|horseman,"1) horse, steed, warhorse|1) horseman",pārāš,m
6572,פַּרְשֶׁ֫גֶן,H,,of foreign origin,"פַּתְשֶׁ֫גֶן, פַּרְשֶׁ֫גֶן",N-M,copy,1) copy,paršegen,
6573,פַּרְשֶׁ֫גֶן,A,6572+פרשׁגן פתשׁגן,(Aramaic) corresponding to H6572,,N-M,copy,1) copy,paršegen,
6574,פַּרְשְׁדֹ֑נָה,H,6567+פרשׁ|6504+פרד,perhaps by compounding H6567 and H6504 (in the sense of straddling),,N-M,refuse,"1) excrement, faeces<br>&emsp;1a) meaning dubious",paršᵊdōnā,
6575,פָּרָשָׁה,H,6567+פרשׁ,from H6567,,N-F,declaration,"1) exact statement, declaration",pārāšā,
6576,פַּרְשֵׁז,H,6567+פרשׁ,a root apparently formed by compounding H6567 and that of H6518,,V,to spread,1) (Pilel) spreading (verbal),paršēz,
6577,פַּרְשַׁנְדָּתָא,H,,of Persian origin,,N_N-M-P,Parshandatha,"Parshandatha = ""given by prayer""<br>1) one of the 10 sons of Haman the enemy of Mordecai and queen Esther",paršandātāʾ,
6578,פְּרָת,H,,from an unused root meaning to break forth,,N_N--L,Euphrates,"Euphrates = ""fruitfulness""<br>1) the largest and longest river of western Asia; rises from two chief sources in the Armenian mountains and flows into the Persian Gulf",pᵊrāt,
6579,פַּרְתְּמִים,H,,of Persian origin,,N-M,noble,"1) noble, nobleman",partᵊmīm,
6580,פַּשׁ,H,,probably from an unused root meaning to disintegrate,,N-M,folly,"1) folly, weakness, stupidity",paš,
6581,פָּשָׂה,H,,a primitive root,,V,to spread,1) (Qal) to spread,pāśā,
6582,פָּשַׁח,H,,a primitive root,,V,to tear,"1) to tear, rip, tear in pieces<br>&emsp;1a) (Piel) to tear in pieces",pāšaḥ,
6583,פַּשְׁחוּר,H,6582+פשׁח,probably from H6582,,N_N-M-P,Pashhur,"Pashur = ""freedom""<br>1) a priest, son of Malchiah and one of the chief princes in the reign of king Zedekiah of Judah<br>2) a priest, son of Immer, chief governor of the temple, and the one who struck and then put the prophet Jeremiah into the stocks in the reign of king Jehoiakim of Judah<br>3) son of Malchijah, father of Zechariah, and ancestor of Adaiah who did the work of the temple in the time of Nehemiah. Probably same as 1<br>4) father of Gedaliah; probably the same as 1<br>5) head of a family of returned exiles",pašḥūr,
6584,פָּשַׁט,H,,a primitive root,,V,to strip,"1) to strip, invade, strip off, make a dash, raid, spread out<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to strip off, put off<br>&emsp;&emsp;1a2) to put off (one's shelter), make a dash<br>&emsp;1b) (Piel) to strip<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to strip of<br>&emsp;&emsp;1c2) to strip off<br>&emsp;&emsp;1c3) to flay<br>&emsp;1d) (Hithpael) to strip oneself of",pāšaṭ,
6585,פָּשַׂע,H,,a primitive root,,V,to step,"1) (Qal) to step, march, step forward",pāśaʿ,
6586,פָּשַׁע,H,6585+פשׂע,a primitive root (identical with H6585 through the idea of expansion),,V,to transgress,"1) to rebel, transgress, revolt<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to rebel, revolt<br>&emsp;&emsp;1a2) to transgress<br>&emsp;1b) (Niphal) to be rebelled against",pāšaʿ,
6587,פֶּ֫שַׂע,H,6585+פשׂע,from H6585,,N-M,step,1) step,peśaʿ,
6588,פֶּ֫שַׁע,H,6586+פשׁע,from H6586,,N-M,transgression,"1) transgression, rebellion<br>&emsp;&emsp;1a1) transgression (against individuals)<br>&emsp;&emsp;1a2) transgression (nation against nation)<br>&emsp;&emsp;1a3) transgression (against God)<br>1a3a) in general<br>1a3b) as recognised by sinner<br>1a3c) as God deals with it<br>1a3d) as God forgives<br>&emsp;&emsp;1a4) guilt of transgression<br>&emsp;&emsp;1a5) punishment for transgression<br>&emsp;&emsp;1a6) offering for transgression",pešaʿ,
6589,פָּשַׂק,H,,a primitive root,,V,to open,"1) to part, open wide<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to open wide<br>&emsp;&emsp;1a2) to be talkative (of the mouth)<br>&emsp;1b) (Piel) to open wide",pāśaq,
6590,פְּשַׁר,A,6622+פתר,(Aramaic) corresponding to H6622,,V,to interpret,1) to interpret<br>&emsp;1a) (P'al) to interpret<br>&emsp;1b) (Pael) to interpret,pᵊšar,
6591,פְּשַׁר,A,6590+פשׁר,(Aramaic) from H6590,,N-M,interpretation,1) interpretation (of dream),pᵊšar,
6592,פֵּ֫שֶׁר,H,6591+פשׁר,corresponding to H6591,,N-M,interpretation,"1) interpretation, solution",pēšer,
6593,פֵּ֫שֶׁת,H,6580+פשׁ,from the same as H6580 as in the sense of comminuting,,N-F,flax,"1) flax, linen<br>&emsp;1a) fibre used as material for garments",pēšet,
6594,פִּשְׁתָּה,H,6593+פשׁתה,feminine of H6593,,N-F,flax,1) flax<br>&emsp;1a) flax (of the plant)<br>&emsp;1b) as wick for lamp,pištā,
6595,פַּת,H,6626+פתת,from H6626,"פַּת, פָּתוֹת",N-F,morsel,"1) fragment, bit, morsel (of bread), piece",pat,
6596,פֹּת,H,,from an unused root meaning to open,,N-F,hinge,"1) sockets, hinges, secret parts (meaning dubious)<br>&emsp;1a) sockets<br>&emsp;1b) secret parts",pōt,
