strongNumber,etymDesc,heading,entrycontent
7875,from H7874,lime,"1) lime, whitewash<br>&emsp;1a) made by burning bones"
7876,a primitive root,to forget,"1) (Qal) to forget, deprive"
7877,of unknown derivation,Shiza,"Shiza = ""splendour""<br>1) a Reubenite, father of Adina, one of David's mighty warriors"
7878,a primitive root,to muse,"1) to put forth, mediate, muse, commune, speak, complain, ponder, sing<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to complain<br>&emsp;&emsp;1a2) to muse, meditate upon, study, ponder<br>&emsp;&emsp;1a3) to talk, sing, speak<br>&emsp;1b) (Polel) to meditate, consider, put forth thoughts"
7879,from H7878,complaint,"1) meditation, complaint, musing<br>&emsp;1a) plaint, complaint<br>&emsp;1b) following are dubious<br>&emsp;&emsp;1b1) musing<br>&emsp;&emsp;1b2) anxiety, trouble<br>&emsp;&emsp;1b3) talk"
7880,from H7878,bush,"1) bush, plant, shrub"
7881,feminine of H7879,meditation,"1) meditation, reflection, prayer, devotion, complaint, musing<br>&emsp;1a) complaint<br>&emsp;1b) musing, study (of object)"
7882,for H7745,pit,1) pit
7883,probably from H7835,Shihor,"Shihor or Sihor = ""dark""<br>1) a river or canal on east border of Egypt and a branch of the Nile"
7884,from the same as H7883 and H3835,Shihor-libnath,"Shihor-libnath = ""blackness of whiteness""<br>1) a stream in Asher"
7885,from H7751,oar,1) rowing<br>&emsp;1a) rowing<br>&emsp;1b) scourge (fig)
7886,from H7951,Shiloh,"1) he whose it is, that which belongs to him, tranquillity<br>&emsp;1a) meaning uncertain"
7887,from the same as H7886,Shiloh,"Shiloh = ""place of rest""<br>1) a city in Ephraim and temporary home of the Ark of the Covenant and the Tabernacle, the place where Samuel grew up"
7888,from H7887,Shilonite,"Shilonite = see Shiloh ""place of rest""<br>1) an inhabitant of Shiloh"
7889,apparently for H3452,Shimon,"Shimon = ""desert""<br>1) a Judaite, father of Amnon, Rinnah, Ben-Hanan, and Tilon"
7890,from an unused root meaning to urinate,urine,1) urine
7891,a primitive root (identical with H7788 through the idea of strolling minstrelsy),to sing,"1) to sing<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to sing<br>&emsp;&emsp;1a2) singer, songstresses (participle)<br>&emsp;1b) (Polel)<br>&emsp;&emsp;1b1) to sing<br>&emsp;&emsp;1b2) singer, songstress (participle)<br>&emsp;1c) (Hophal) to be sung"
7892,from H7891,song,"1) song<br>&emsp;1a) lyric song<br>&emsp;1b) religious song<br>&emsp;1c) song of Levitical choirs|1) song<br>&emsp;1a) song, ode"
7893,"from an unused root meaning to bleach, i.e. whiten",alabaster,1) alabaster
7894,from the same as H7893,Shisha,"Shisha = ""Jehovah contends""<br>1) father of Elihoreph and Ahiah, the royal secretaries in the reign of Solomon<br>&emsp;1a) apparently the same as 'Shavsha' who held the same position under David"
7895,of Egyptian derivation,Shishak,"Shishak = ""greedy of fine linen""<br>1) king of Egypt, Sheshonk I, 1st king of the Bubastite 22nd dynasty; ruled in Egypt during the reigns of Solomon and Rehoboam and attacked the southern kingdom under Rehoboam and apparently made it tributary"
7896,a primitive root,to set,"1) to put, set<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to put, lay (hand upon)<br>&emsp;&emsp;1a2) to set, station, appoint, fix, set mind to<br>&emsp;&emsp;1a3) to constitute, make (one something), make like, perform<br>&emsp;&emsp;1a4) to take one's stand<br>&emsp;&emsp;1a5) to lay waste<br>&emsp;1b) (Hophal) to be imposed, be set upon"
7897,from H7896,garment,1) garment
7898,from H7896,thornbush,1) thorn bushes
7899,from H5526 in the sense of H7753,thorn,1) thorn
7900,from H5526 in the sense of H7753,booth,"1) booth, pavilion"
7901,a primitive root,to lie down,"1) to lie down<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to lie, lie down, lie on<br>&emsp;&emsp;1a2) to lodge<br>&emsp;&emsp;1a3) to lie (of sexual relations)<br>&emsp;&emsp;1a4) to lie down (in death)<br>&emsp;&emsp;1a5) to rest, relax (fig)<br>&emsp;1b) (Niphal) to be lain with (sexually)<br>&emsp;1c) (Pual) to be lain with (sexually)<br>&emsp;1d) (Hiphil) to make to lie down<br>&emsp;1e) (Hophal) to be laid"
7902,from H7901,act/product of lying,"1) act of lying, layer, coating<br>&emsp;1a) act of lying (of sexual relations)<br>&emsp;1b) layer"
7903,from H7901,copulation,1) copulation
7904,a primitive root,to lust,1) (Hiphil) lustful (participle)<br>&emsp;1a) meaning uncertain
7905,feminine of H7900 in the sense of H7899,spear,"1) barb, spear"
7906,from an unused root apparently meaning to surmount,Secu,"Sechu = ""the watch-tower""<br>1) a place near Ramah with a great well"
7907,from the same as H7906,heart,"1) a celestial appearance or phenomenon, mind<br>&emsp;1a) meaning dubious"
7908,infinitive of H7921,bereavement,"1) bereavement, loss of children"
7909,from H7921,childless,"1) childless (through bereavement)<br>2) bereaved, robbed of offspring"
7910,from H7937,drunken,"1) drunken<br>&emsp;1a) drunken<br>&emsp;1b) drunkard, drunken one (subst)"
7911,a primitive root,to forget,"1) to forget, ignore, wither<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to forget<br>&emsp;&emsp;1a2) to cease to care<br>&emsp;1b) (Niphal) to be forgotten<br>&emsp;1c) (Piel) to cause to forget<br>&emsp;1d) (Hiphil) to make or cause to forget<br>&emsp;1e) (Hithpael) to be forgotten"
7912,(Aramaic) corresponding to H7911 through the idea of disclosure of a covered or forgotten thing,to find,1) to find<br>&emsp;1a) (Aphel) to find<br>&emsp;1b) (Ithp'al) to be found
7913,from H7911,forgetful,"1) forgetting, forgetful, forget"
7914,feminine from the same as H7906,image,"1) image, ship, craft<br>&emsp;1a) meaning very dubious"
7915,intensive perhaps from the same as H7906 in the sense of H7753,knife,1) knife
7916,from H7936,hired,"1) hired<br>&emsp;1a) hired (of animal)<br>&emsp;1b) hireling, hired labourer (subst)<br>&emsp;&emsp;1b1) mercenary"
7917,feminine of H7916,hired,"1) hired<br>&emsp;1a) hired (of animal)<br>&emsp;1b) hireling, hired labourer (subst)<br>&emsp;&emsp;1b1) mercenary"
7918,a primitive root,to subside,"1) to subside, abate, decrease<br>&emsp;1a) (Qal) to abate<br>&emsp;1b) (Hiphil) to allay"
7919,a primitive root,be prudent|to cross hands,"1) to be prudent, be circumspect, wisely understand, prosper<br>&emsp;1a) (Qal) to be prudent, be circumspect<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to look at or upon, have insight<br>&emsp;&emsp;1b2) to give attention to, consider, ponder, be prudent<br>&emsp;&emsp;1b3) to have insight, have comprehension<br>1b3a) insight, comprehension (subst)<br>&emsp;&emsp;1b4) to cause to consider, give insight, teach<br>1b4a) the teachers, the wise<br>&emsp;&emsp;1b5) to act circumspectly, act prudently, act wisely<br>&emsp;&emsp;1b6) to prosper, have success<br>&emsp;&emsp;1b7) to cause to prosper|1) (Piel) to lay crosswise, cross (hands)"
7920,(Aramaic) corresponding to H7919,to contemplate,"1) (Ithpael) to consider, contemplate"
7921,a primitive root,be bereaved|barren|barenness,"1) to be bereaved, make childless, miscarry<br>&emsp;1a) (Qal) to be bereaved<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to make childless<br>&emsp;&emsp;1b2) to cause barrenness, show barrenness or abortion<br>&emsp;&emsp;1b3) to miscarry<br>&emsp;1c) (Hiphil) miscarrying (participle)|adj<br>1) childless (through bereavement)|1) barrenness"
7922,from H7919,understanding,"1) prudence, insight, understanding<br>&emsp;1a) prudence, good sense<br>&emsp;1b) insight, understanding<br>&emsp;1c) cunning, craft (bad sense)"
7923,plural from H7921,bereavement,"1) childlessness, bereavement"
7924,(Aramaic) from H7920,insight,1) insight
7925,"a primitive root, properly, to incline (the shoulder to a burden); but used only as denominative from H7926",to rise,"1) to rise or start early<br>&emsp;1a) (Hiphil)<br>&emsp;&emsp;1a1) to rise early, make an early start<br>&emsp;&emsp;1a2) early (as adverb)"
7926,from H7925,shoulder,"1) shoulder, back<br>&emsp;1a) shoulder, shoulder-blade<br>&emsp;1b) back (in general)"
7927,the same as H7926,Shechem,"Shechem = ""back"" or ""shoulder""<br>n pr m<br>1) son of Hamor, the chieftain of the Hivites at Shechem at the time of Jacob's arrival<br>n pr loc<br>2) a city in Manasseh; located in a valley between Mount Ebal and Mount Gerizim, 34 miles (54 km) north of Jerusalem and 7 miles (10.5 km) south- east of Samaria"
7928,for H7926,Shechem,"Shechem = ""back"" or ""shoulder""<br>1) son of Gilead and grandson of Manasseh<br>2) a Manassite, son of Shemida"
7929,feminine of H7926,shoulder blade,"1) shoulder, back<br>&emsp;1a) shoulder, shoulder-blade<br>&emsp;1b) back (in general)"
7930,patronymic from H7928,Shechemite,"Shechemites = ""shoulder""<br>1) descendants of Shechem"
7931,"a primitive root (apparently akin (by transmission) to H7901 through the idea of lodging. Compare H5531, H7925",to dwell,"1) to settle down, abide, dwell, tabernacle, reside<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to settle down to abide<br>&emsp;&emsp;1a2) to abide, dwell, reside<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to make settle down, establish<br>&emsp;&emsp;1b2) to make or cause to dwell<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to lay, place, set, establish, settle, fix<br>&emsp;&emsp;1c2) to cause to dwell or abide"
7932,(Aramaic) corresponding to H7931,to dwell,"1) to dwell, reside<br>&emsp;1a) (P'al) to dwell<br>&emsp;1b) (Pael) to cause to dwell"
7933,from H7931,habitation,1) dwelling
7934,from H7931,neighboring,"1) inhabitant, neighbour<br>&emsp;1a) inhabitant<br>&emsp;1b) neighbour"
7935,from H7931 and H3050,Shecaniah,"Shecaniah or Shechaniah = ""dweller with Jehovah""<br>1) a descendant of Zerubbabel whose descendants returned from exile with Ezra<br>2) son of Jehiel of the sons of Elam and one who had a foreign wife in the time of Ezra<br>3) father of Shemaiah who repaired part of the wall of Jerusalem in the time of Nehemiah<br>4) son of Arah, father-in-law of Tobiah who opposed Nehemiah<br>5) a priest who returned from exile with Zerubbabel<br>6) a priest in the time of king Hezekiah of Judah"
7936,a primitive root (apparently akin (by prosthesis) to H3739 through the idea of temporary purchase),to hire,1) to hire<br>&emsp;1a) (Qal) to hire|1) to hire<br>&emsp;1a) (Qal) to hire<br>&emsp;1b) (Niphal) to hire oneself out<br>&emsp;1c) (Hithpael) to earn wages
7937,a primitive root,be drunk,"1) to be or become drunk or drunken, be intoxicated<br>&emsp;1a) (Qal) to become drunken<br>&emsp;1b)(Piel) to make drunken, cause to be drunk<br>&emsp;1c) (Hiphil) to cause to be drunk<br>&emsp;1d) (Hithpael) to make oneself drunk"
7938,from H7936,hire,"1) hire, wages"
7939,from H7936,wages,"1) hire, wages<br>&emsp;1a) wages<br>&emsp;1b) reward, pay<br>&emsp;1c) fare, fee, passage-money"
7940,the same as H7939,Sacar,"Sacar = ""wages""<br>1) father of Ahiam, one of David's mighty warriors<br>2) a Korahite Levite gatekeeper, the 4th son of Obed-edom in the time of David"
7941,from H7937,strong drink,"1) strong drink, intoxicating drink, fermented or intoxicating liquor"
7942,for H7943,Shikkeron,"Shicron = ""drunkenness""<br>1) a landmark on the northwestern boundary of Judah lying between Ekron and Jabneel"
7943,from H7937,drunkenness,1) drunkenness
7944,from H7952 abbreviated,irreverence,"1) error, fault<br>&emsp;1a) meaning uncertain"
7945,for the rel. H834,which,"1) who, which"
7946,for H7600,at ease,"1) at ease, quiet, secure"
7947,a primitive root,to fit,"1) (Pual) to be bound, be joined, be joined together"
7948,from H7947,frame,1) joinings (of bases)
7949,"a primitive root, properly, meaning to be white; used only as denominative from H7950",to snow,"1) (Hiphil) to snow, be as snow"
7950,from H7949,snow,1) snow
7951,a primitive root,to prosper,"1) to be at rest, prosper, be quiet, be at ease<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to be or have quiet<br>&emsp;&emsp;1a2) to be at ease, prosper"
7952,a primitive root (probably identical with H7953 through the idea of educing),to neglect,1) (Niphal) to be negligent<br>2) (Hiphil) to mislead
7953,"a primitive root (rather cognate (by contraction) to the base of H5394, H7997 and their congeners through the idea of extracting)",to extract,"1) (Qal) to draw out, extract"
7954,(Aramaic) corresponding to H7951,safe,1) (P'al) at ease
7955,(Aramaic) from a root corresponding to H7952,error,"1) neglect, remissness"
7956,the same as H7596 (shortened),Shelah,"Shelah = ""a petition""<br>1) the youngest son of Judah"
7957,from the same as H3851 with sibilant prefix,flame,1) flame
7958,by orthographical variation from H7951 through the idea of sluggishness,quail,1) quail
7959,from H7951,prosperity,"1) ease, prosperity"
7960,from the same as H7955,neglect,"1) neglect, remissness"
7961,from H7951,at ease,"1) quiet, at ease, prosperous<br>&emsp;1a) at ease (of persons)<br>&emsp;1b) quiet (of land)<br>&emsp;1c) quiet, ease<br>&emsp;1d) ease (subst)"
7962,from H7951,ease,"1) quietness, ease, prosperity"
7963,(Aramaic) corresponding to H7962,ease,"1) ease, prosperity"
7964,from H7971,parting gift,"1) sending away, parting gift<br>&emsp;1a) sending away<br>&emsp;1b) parting gift"
7965,from H7999,peace,"1) completeness, soundness, welfare, peace<br>&emsp;1a) completeness (in number)<br>&emsp;1b) safety, soundness (in body)<br>&emsp;1c) welfare, health, prosperity<br>&emsp;1d) peace, quiet, tranquillity, contentment<br>&emsp;1e) peace, friendship<br>&emsp;&emsp;1e1) of human relationships<br>&emsp;&emsp;1e2) with God especially in covenant relationship<br>&emsp;1f) peace (from war)<br>&emsp;1g) peace (as adjective)"
7966,from H7999,recompense,"1) requital, reward<br>&emsp;1a) requital, retribution<br>&emsp;1b) reward, bribe"
7967,the same as H7966,Shallum,"Shallum = ""retribution""<br>1) son of Jabesh, conspirator and slayer of king Zachariah of the northern kingdom of Israel ending the dynasty of Jehu; assumed the throne and became the 15th king of the northern kingdom; reigned for one month and was killed by Menahem<br>2) the 3rd son of king Josiah of Judah and subsequent king of Judah; reigned for 3 months before he was taken captive to Egypt where he was placed in chains and later died<br>&emsp;2a) also 'Jehoahaz'<br>3) husband of Huldah the prophetess in the reign of king Josiah of Judah. Maybe the same as 4<br>4) uncle of Jeremiah the prophet. Maybe the same as 3<br>5) a Simeonite, son of Shaul and grandson of Simeon<br>6) a Judaite, son of Sisamai and father of Jekamiah in the family of Jerahmeel<br>7) an Ephraimite, father of Jehizkiah<br>8) a son of Naphtali<br>9) a Korahite Levite, chief of a family of gatekeepers for the east gate of the temple<br>&emsp;9a) maybe same as 13<br>10) son of Halohesh and ruler of a district of Jerusalem; also repairer of the wall of Jerusalem in the time of Nehemiah<br>11) a priest, of the family of Eleazar, son of Zadok and father of Hilkiah in the family line of Ezra<br>12) a Korahite Levite, son of Kore, father of Maaseiah, and in charge of the work of the service. Maybe same as 9<br>13) a Levite gatekeeper who had a foreign wife in the time of Ezra<br>14) a Levite and descendant of Bani who had a foreign wife in the time of Ezra"
7968,probably for H7967,Shallum,"Shallun = ""retribution""<br>1) son of Colhozeh and ruler of a district of the Mizpah"
7969,a primitive number,three,"1) three, triad<br>&emsp;1a) 3, 300, third"
7970,multiple of H7969,thirty,"1) thirty, thirtieth"
7971,a primitive root,to send,"1) to send, send away, let go, stretch out<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to send<br>&emsp;&emsp;1a2) to stretch out, extend, direct<br>&emsp;&emsp;1a3) to send away<br>&emsp;&emsp;1a4) to let loose<br>&emsp;1b) (Niphal) to be sent<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) to send off or away or out or forth, dismiss, give over, cast out<br>&emsp;&emsp;1c2) to let go, set free<br>&emsp;&emsp;1c3) to shoot forth (of branches)<br>&emsp;&emsp;1c4) to let down<br>&emsp;&emsp;1c5) to shoot<br>&emsp;1d) (Pual) to be sent off, be put away, be divorced, be impelled<br>&emsp;1e) (Hiphil) to send"
7972,(Aramaic) corresponding to H7971,to send,"1) to send<br>&emsp;1a) (P'al)<br>&emsp;&emsp;1a1) to send, send out<br>&emsp;&emsp;1a2) to be sent"
7973,from H7971,missile,"1) weapon, missile, sprout<br>&emsp;1a) missile, weapon<br>&emsp;1b) sprout, shoot"
7974,the same as H7973,Shelah,"Salah or Shelah = ""sprout""<br>1) son of Arphaxad and father of Eber"
7975,from H7971,Shelah|Shiloah,"Shelah = ""sent""<br>1) a fountain just southeast of Jerusalem|Shiloah or Siloah = ""sent""<br>1) a fountain just southeast of Jerusalem"
7976,feminine of H7964,shoot,"1) shoot, branch"
7977,from H7973,Shilhi,"Shilhi = ""armed""<br>1) father of Azubah, the mother of Jehoshaphat"
7978,plural of H7973,Shilhim,"Shilhim = ""fountains""<br>1) a city in the southern portion of Judah"
7979,from H7971,table,"1) table<br>&emsp;1a) table<br>&emsp;&emsp;1a1) of king's table, private use, sacred uses"
7980,a primitive root,to domineer,"1) to domineer, exercise power over, dominate, have mastery, be master, lord it over<br>&emsp;1a) (Qal) to domineer, lord it over, become master<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to give power of<br>&emsp;&emsp;1b2) to get mastery of"
